name,year,fg3,fg3a,fg3_pct
Mo Williams,4,89.0,231.0,0.385
Mo Williams,5,183.0,420.0,0.436
Mo Williams,6,159.0,371.0,0.429
Mo Williams,7,79.0,244.0,0.324
Mo Williams,8,93.0,239.0,0.389
Mo Williams,9,59.0,154.0,0.383
Mo Williams,10,83.0,225.0,0.369
Mo Williams,11,119.0,348.0,0.342
Mo Williams,12,36.0,102.0,0.353
Patrick Williams,0,54.0,138.0,0.391
Patrick Williams,1,15.0,29.0,0.517
Reggie Williams,0,33.0,92.0,0.359
Reggie Williams,1,102.0,241.0,0.423
Reggie Williams,2,33.0,107.0,0.308
Reggie Williams,3,22.0,72.0,0.306
Shawne Williams,0,19.0,52.0,0.365
Shawne Williams,1,43.0,137.0,0.314
Shawne Williams,4,85.0,212.0,0.401
Shawne Williams,5,21.0,87.0,0.241
Shawne Williams,7,42.0,129.0,0.326
Shawne Williams,8,64.0,178.0,0.36
Terrence Williams,0,31.0,100.0,0.31
Terrence Williams,2,16.0,46.0,0.348
Troy Williams,0,18.0,62.0,0.29
Troy Williams,1,11.0,38.0,0.289
Troy Williams,2,14.0,44.0,0.318
D.J. Wilson,1,46.0,127.0,0.362
D.J. Wilson,2,18.0,73.0,0.247
D.J. Wilson,3,30.0,87.0,0.345
Dylan Windler,0,26.0,77.0,0.338
Dylan Windler,1,21.0,70.0,0.3
Justise Winslow,0,32.0,116.0,0.276
Justise Winslow,1,7.0,35.0,0.2
Justise Winslow,2,49.0,129.0,0.38
Justise Winslow,3,96.0,256.0,0.375
Justise Winslow,4,6.0,27.0,0.222
Justise Winslow,5,10.0,54.0,0.185
Justise Winslow,6,15.0,66.0,0.227
Christian Wood,3,9.0,26.0,0.346
Christian Wood,4,54.0,140.0,0.386
Christian Wood,5,77.0,206.0,0.374
Christian Wood,6,131.0,336.0,0.39
Metta World Peace,0,60.0,191.0,0.314
Metta World Peace,1,43.0,148.0,0.291
Metta World Peace,2,53.0,170.0,0.312
Metta World Peace,3,71.0,211.0,0.336
Metta World Peace,4,75.0,242.0,0.31
Metta World Peace,6,78.0,253.0,0.308
Metta World Peace,7,93.0,260.0,0.358
Metta World Peace,8,84.0,221.0,0.38
Metta World Peace,9,153.0,383.0,0.399
Metta World Peace,10,105.0,296.0,0.355
Metta World Peace,11,83.0,233.0,0.356
Metta World Peace,12,56.0,189.0,0.296
Metta World Peace,13,141.0,412.0,0.342
Metta World Peace,14,17.0,54.0,0.315
Metta World Peace,16,26.0,84.0,0.31
Metta World Peace,17,9.0,38.0,0.237
Antoine Wright,1,19.0,59.0,0.322
Antoine Wright,2,32.0,110.0,0.291
Antoine Wright,3,45.0,149.0,0.302
Antoine Wright,4,58.0,173.0,0.335
Delon Wright,1,10.0,30.0,0.333
Delon Wright,2,56.0,153.0,0.366
Delon Wright,3,50.0,168.0,0.298
Delon Wright,4,47.0,127.0,0.37
Delon Wright,5,64.0,172.0,0.372
Delon Wright,6,44.0,116.0,0.379
Dorell Wright,2,5.0,34.0,0.147
Dorell Wright,5,61.0,157.0,0.389
Dorell Wright,6,194.0,516.0,0.376
Dorell Wright,7,105.0,292.0,0.36
Dorell Wright,8,135.0,361.0,0.374
Dorell Wright,9,69.0,202.0,0.342
Dorell Wright,10,41.0,108.0,0.38
Tony Wroten,1,40.0,188.0,0.213
Tony Wroten,2,37.0,142.0,0.261
Guerschon Yabusele,0,12.0,37.0,0.324
Guerschon Yabusele,1,9.0,28.0,0.321
James Young,0,17.0,66.0,0.258
James Young,1,6.0,26.0,0.231
James Young,2,12.0,35.0,0.343
Joe Young,0,10.0,46.0,0.217
Joe Young,2,25.0,66.0,0.379
Nick Young,0,40.0,100.0,0.4
Nick Young,1,56.0,164.0,0.341
Nick Young,2,69.0,170.0,0.406
Nick Young,3,105.0,271.0,0.387
Nick Young,4,103.0,282.0,0.365
Nick Young,5,75.0,210.0,0.357
Nick Young,6,135.0,350.0,0.386
Nick Young,7,83.0,225.0,0.369
Nick Young,8,77.0,237.0,0.325
Nick Young,9,170.0,421.0,0.404
Nick Young,10,123.0,326.0,0.377
Sam Young,0,11.0,56.0,0.196
Sam Young,1,17.0,50.0,0.34
Sam Young,3,16.0,52.0,0.308
Thaddeus Young,1,56.0,164.0,0.341
Thaddeus Young,2,48.0,138.0,0.348
Thaddeus Young,6,90.0,292.0,0.308
Thaddeus Young,7,38.0,115.0,0.33
Thaddeus Young,8,7.0,30.0,0.233
Thaddeus Young,9,45.0,118.0,0.381
Thaddeus Young,10,58.0,181.0,0.32
Thaddeus Young,11,51.0,146.0,0.349
Thaddeus Young,12,79.0,222.0,0.356
Thaddeus Young,13,12.0,45.0,0.267
Thaddeus Young,14,17.0,48.0,0.354
Trae Young,0,156.0,482.0,0.324
Trae Young,1,205.0,568.0,0.361
Trae Young,2,136.0,397.0,0.343
Trae Young,3,233.0,610.0,0.382
Cody Zeller,6,18.0,75.0,0.24
Cody Zeller,7,4.0,28.0,0.143
Paul Zipser,0,33.0,99.0,0.333
Paul Zipser,1,37.0,110.0,0.336
