name,year,fg3,fg3a,fg3_pct
Goran Dragić,1,74.0,188.0,0.394
Goran Dragić,2,56.0,155.0,0.361
Goran Dragić,3,68.0,202.0,0.337
Goran Dragić,4,88.0,276.0,0.319
Goran Dragić,5,122.0,299.0,0.408
Goran Dragić,6,90.0,259.0,0.347
Goran Dragić,7,64.0,205.0,0.312
Goran Dragić,8,117.0,289.0,0.405
Goran Dragić,9,111.0,300.0,0.37
Goran Dragić,10,57.0,164.0,0.348
Goran Dragić,11,124.0,338.0,0.367
Goran Dragić,12,91.0,244.0,0.373
Goran Dragić,13,16.0,63.0,0.254
Andre Drummond,6,5.0,38.0,0.132
Andre Drummond,7,5.0,35.0,0.143
Jared Dudley,0,9.0,41.0,0.22
Jared Dudley,1,29.0,74.0,0.392
Jared Dudley,2,120.0,262.0,0.458
Jared Dudley,3,105.0,253.0,0.415
Jared Dudley,4,80.0,209.0,0.383
Jared Dudley,5,106.0,271.0,0.391
Jared Dudley,6,81.0,225.0,0.36
Jared Dudley,7,74.0,192.0,0.385
Jared Dudley,8,100.0,238.0,0.42
Jared Dudley,9,77.0,203.0,0.379
Jared Dudley,10,29.0,80.0,0.363
Jared Dudley,11,53.0,151.0,0.351
Jared Dudley,12,18.0,42.0,0.429
Chris Duhon,0,94.0,265.0,0.355
Chris Duhon,1,100.0,278.0,0.36
Chris Duhon,2,88.0,245.0,0.359
Chris Duhon,3,54.0,155.0,0.348
Chris Duhon,4,127.0,325.0,0.391
Chris Duhon,5,90.0,258.0,0.349
Chris Duhon,6,13.0,52.0,0.25
Chris Duhon,7,50.0,119.0,0.42
Chris Duhon,8,33.0,91.0,0.363
Mike Dunleavy,0,52.0,150.0,0.347
Mike Dunleavy,1,94.0,254.0,0.37
Mike Dunleavy,2,107.0,276.0,0.388
Mike Dunleavy,3,74.0,260.0,0.285
Mike Dunleavy,4,70.0,224.0,0.313
Mike Dunleavy,5,165.0,389.0,0.424
Mike Dunleavy,6,32.0,90.0,0.356
Mike Dunleavy,7,75.0,236.0,0.318
Mike Dunleavy,8,102.0,254.0,0.402
Mike Dunleavy,9,83.0,208.0,0.399
Mike Dunleavy,10,128.0,299.0,0.428
Mike Dunleavy,11,123.0,324.0,0.38
Mike Dunleavy,12,107.0,263.0,0.407
Mike Dunleavy,13,39.0,99.0,0.394
Mike Dunleavy,14,53.0,134.0,0.396
Kris Dunn,0,21.0,73.0,0.288
Kris Dunn,1,43.0,134.0,0.321
Kris Dunn,2,34.0,96.0,0.354
Kris Dunn,3,29.0,112.0,0.259
Kevin Durant,0,59.0,205.0,0.288
Kevin Durant,1,97.0,230.0,0.422
Kevin Durant,2,128.0,351.0,0.365
Kevin Durant,3,145.0,414.0,0.35
Kevin Durant,4,133.0,344.0,0.387
Kevin Durant,5,139.0,334.0,0.416
Kevin Durant,6,192.0,491.0,0.391
Kevin Durant,7,64.0,159.0,0.403
Kevin Durant,8,186.0,481.0,0.387
Kevin Durant,9,117.0,312.0,0.375
Kevin Durant,10,173.0,413.0,0.419
Kevin Durant,11,137.0,388.0,0.353
Kevin Durant,13,85.0,189.0,0.45
Kevin Durant,14,115.0,300.0,0.383
Anthony Edwards,0,171.0,520.0,0.329
Anthony Edwards,1,215.0,602.0,0.357
Carsen Edwards,0,24.0,76.0,0.316
Carsen Edwards,1,18.0,63.0,0.286
CJ Elleby,0,7.0,34.0,0.206
CJ Elleby,1,37.0,126.0,0.294
Henry Ellenson,0,10.0,35.0,0.286
Henry Ellenson,1,20.0,60.0,0.333
Henry Ellenson,2,17.0,38.0,0.447
Wayne Ellington,0,64.0,162.0,0.395
Wayne Ellington,1,48.0,121.0,0.397
Wayne Ellington,2,35.0,108.0,0.324
Wayne Ellington,3,94.0,240.0,0.392
Wayne Ellington,4,25.0,59.0,0.424
Wayne Ellington,5,90.0,243.0,0.37
Wayne Ellington,6,96.0,268.0,0.358
Wayne Ellington,7,149.0,394.0,0.378
Wayne Ellington,8,227.0,579.0,0.392
Wayne Ellington,9,138.0,372.0,0.371
Wayne Ellington,10,50.0,143.0,0.35
Wayne Ellington,11,116.0,275.0,0.422
Wayne Ellington,12,82.0,211.0,0.389
Monta Ellis,0,28.0,82.0,0.341
Monta Ellis,1,39.0,143.0,0.273
Monta Ellis,2,12.0,52.0,0.231
Monta Ellis,3,8.0,26.0,0.308
Monta Ellis,4,77.0,228.0,0.338
Monta Ellis,5,137.0,379.0,0.361
Monta Ellis,6,62.0,201.0,0.308
Monta Ellis,7,94.0,328.0,0.287
Monta Ellis,8,69.0,209.0,0.33
Monta Ellis,9,81.0,284.0,0.285
Monta Ellis,10,87.0,282.0,0.309
Monta Ellis,11,43.0,135.0,0.319
Joel Embiid,0,36.0,98.0,0.367
Joel Embiid,1,66.0,214.0,0.308
Joel Embiid,2,79.0,263.0,0.3
Joel Embiid,3,57.0,172.0,0.331
Joel Embiid,4,58.0,154.0,0.377
Joel Embiid,5,93.0,251.0,0.371
James Ennis III,0,31.0,95.0,0.326
James Ennis III,1,26.0,58.0,0.448
James Ennis III,2,51.0,137.0,0.372
James Ennis III,3,51.0,153.0,0.333
James Ennis III,4,55.0,156.0,0.353
James Ennis III,5,55.0,169.0,0.325
James Ennis III,6,45.0,104.0,0.433
Tyler Ennis,0,12.0,43.0,0.279
Tyler Ennis,1,13.0,39.0,0.333
Tyler Ennis,2,27.0,70.0,0.386
Tyler Ennis,3,14.0,56.0,0.25
Maurice Evans,3,27.0,82.0,0.329
Maurice Evans,4,43.0,116.0,0.371
Maurice Evans,5,48.0,133.0,0.361
Maurice Evans,6,81.0,209.0,0.388
Maurice Evans,7,98.0,248.0,0.395
Maurice Evans,8,57.0,169.0,0.337
Maurice Evans,9,55.0,167.0,0.329
Maurice Evans,10,17.0,45.0,0.378
Tyreke Evans,0,36.0,141.0,0.255
Tyreke Evans,1,43.0,148.0,0.291
Tyreke Evans,2,20.0,99.0,0.202
Tyreke Evans,3,45.0,133.0,0.338
Tyreke Evans,4,21.0,95.0,0.221
Tyreke Evans,5,69.0,227.0,0.304
Tyreke Evans,6,33.0,85.0,0.388
Tyreke Evans,7,42.0,118.0,0.356
Tyreke Evans,8,114.0,286.0,0.399
Tyreke Evans,9,77.0,216.0,0.356
Dante Exum,0,83.0,264.0,0.314
Dante Exum,2,44.0,149.0,0.295
Dante Exum,4,18.0,62.0,0.29
Dante Exum,5,15.0,43.0,0.349
Jordan Farmar,0,45.0,137.0,0.328
Jordan Farmar,1,114.0,307.0,0.371
Jordan Farmar,2,49.0,146.0,0.336
Jordan Farmar,3,86.0,229.0,0.376
Jordan Farmar,4,109.0,304.0,0.359
Jordan Farmar,5,55.0,125.0,0.44
Jordan Farmar,7,70.0,160.0,0.438
Jordan Farmar,8,35.0,97.0,0.361
Jordan Farmar,9,16.0,45.0,0.356
Derrick Favors,7,14.0,63.0,0.222
Derrick Favors,8,17.0,78.0,0.218
Raymond Felton,0,97.0,271.0,0.358
Raymond Felton,1,103.0,312.0,0.33
Raymond Felton,2,56.0,200.0,0.28
Raymond Felton,3,59.0,207.0,0.285
Raymond Felton,4,60.0,156.0,0.385
Raymond Felton,5,116.0,329.0,0.353
Raymond Felton,6,62.0,203.0,0.305
Raymond Felton,7,93.0,258.0,0.36
Raymond Felton,8,62.0,195.0,0.318
Raymond Felton,9,10.0,34.0,0.294
Raymond Felton,10,60.0,213.0,0.282
Raymond Felton,11,46.0,144.0,0.319
Raymond Felton,12,81.0,230.0,0.352
Raymond Felton,13,20.0,61.0,0.328
Terrance Ferguson,0,40.0,120.0,0.333
Terrance Ferguson,1,106.0,290.0,0.366
Terrance Ferguson,2,49.0,168.0,0.292
Rudy Fernández,0,159.0,398.0,0.399
Rudy Fernández,1,98.0,266.0,0.368
Rudy Fernández,2,116.0,361.0,0.321
Rudy Fernández,3,40.0,122.0,0.328
Yogi Ferrell,0,68.0,176.0,0.386
Yogi Ferrell,1,134.0,359.0,0.373
Yogi Ferrell,2,54.0,149.0,0.362
Yogi Ferrell,3,24.0,79.0,0.304
Yogi Ferrell,4,9.0,28.0,0.321
Landry Fields,0,86.0,219.0,0.393
Landry Fields,1,31.0,121.0,0.256
Dorian Finney-Smith,0,56.0,191.0,0.293
Dorian Finney-Smith,1,20.0,67.0,0.299
